id,text,label
train_004354,Cây bàn_ủi có mùi hôi j đó e k biết có giặt đc ko ạ,1
train_004355,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt_vời Verryyy good làm_việc nhanh chuyên_nghiệp rep tin nhắn nhanh hơn nyc trở_mặt .  1000 star,0
train_004356,Rất đẹp . Y hình . Đi êm chân . Ship cũng nhanh ,0
train_004357,Không đúng với mẫu đã đặt mua,1
train_004358,Chất_lượng sản_phẩm kém gối đinh_lăng gì mà ko thấy mùi thơm tí nào vậy,1
train_004359,Sản_phẩm bị mốc và hỏng . không xài được . mình dùng 9k để đổi 1sao,1
train_004360,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt_vời Shop phục_vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời_gian giao hàng rất nhanh,0
train_004361,đẹp chất_liệu tốt noi chung la ok,0
train_004362,Hinh thi đep nhưng kim đong ho mong quađung nhẹ đã bi cong so 9 k lệch ra ngoai nhin k cân_đối nen chi cho 2sao thoitiki giao hang thi ok,1
train_004363,Chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh Đóng_gói sản_phẩm rất đẹp và chắc_chắn,0
train_004364,Hộp có bị như này.nhưng chắc do người giao hàng . Vẫn cho shop 5 *,0
train_004365,Giao hàng nhanhđóng gói kỹdày dặnnên mua,0
train_004366,Đẹp lắm shop ơi . Mình rất ưbsg í . Ghế chắc chắn  Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh,0
train_004367,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Thời_gian giao hàng rất nhanh Tuy_nhiên máy quay bằng nhựa nên dễ bể ... 5 *,0
train_004368,Ib shop bảo e lấy 10 cái mặt trắng shop gửi 10 cái mặt vàng : ) ),1
train_004369,Đóng_gói sản_phẩm rất đẹp và chắc_chắn điện_thoại ngon sài êm mượt shop phục_vụ tốt,0
train_004370,Shop bọc hàng rất có tâm . Bọc gói kĩ_lưỡng từng sp . Giao hàng rất tốc_độ . Sp chuẩn hãng . Ko có gì chê đc . Best,0
train_004371,Đặt màu này giao màu khác : ) bảo nhắn_tin zalo cũng kh trả_lời,1
train_004372,Nước tẩy_trang vừa dịu nhẹ lại không nhờn sau khi tẩy_trang tẩy sạch ạ  Chất_lượng sản_phẩm tuyệt_vời,0
train_004373,Chất_lượng sản_phẩm tuyệt_vời Thời_gian giao hàng rất nhanh rất hài_lòng mỗi_tội tã dán ko đc tốt lắm,0
train_004374,Chất_lượng sản_phẩm tuyệt_vời Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn . Nhưng tem bị cào nha shop minh mua tận 3 hop,0
train_004375,Giao hàng ko đúng mẫu chọn . Đã nói rõ con gái mà đưa toàn mầu con trai . Thất vọng ,1
train_004376,com buom bị loi k nghe tieng,1
train_004377,mua đeo được 1 ngày thì hết pin.chất lượng quá kém,1
train_004378,Tạm đươc . Bao_tay ngắn như cắt của bao_tay dài ra,1
train_004379,_Son khô .. màu lại vón cục .. thất_vọng,1
train_004380,Đóng_gói sản_phẩm tạm được Thời_gian giao hàng tạm được . Ko chụp đc,1
train_004381,Tại_sao vậy Tiki ? Lượng khách_hàng đã đủ nên không cần quan_tâm tới chất_lượng dịch_vụ à ?,1
train_004382,Chất_lượng sản_phẩm tuyệt_vời Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh Nên mua shop này ghế đẹp chủ shop lại rất có trách_nhiệm,0
train_004383,Sản_phẩm y hình . Chất_lượng chưa dùng nên chưa biết . Rất đáng tiền,0
train_004384,Đóng_gói sản_phẩm rất đẹp và chắc_chắn nhưng chắc do thiết_kế chai tẩy_trang vẫn bị tràn nước ra ngoài,0
train_004385,Hàng ko giống,1
train_004386,Hàng quá kém . Không sạc pin vào điện_thoại đc .  ,1
train_004387,Đồng_hồ nhẹ hơn cả xốp đã vậy còn giao cho 1 cái đồng_hồ hỏng ko chạy . Tưởng đâu hết pin mất thêm tiền mua thêm cục pin hoá_ra là hỏng chứ ko phải hết pin ạ . Nhắn_tin hoặc gọi với mong_muốn để đổi ko bao_giờ đc . Mất tiền mất thời_gian .,1
train_004388,đóng_gói gọn giao hàng nhanh,0
train_004389,_Son hết mà không báo trước Shop phục_vụ rất kém,1
train_004390,Mới bôi lên da lần đầu_tiên nhưng rất thích . Bôi vào buổi tối ngủ sáng dậy nhân mụn tự_động đẩy ra mụn non không tấy đỏ và gom nhỏ lại . Nói_chung rất là ưng !,0
train_004391,Chỉ la bột gạo chẳng mùi_vị gì hết,1
train_004392,Giao không đúng size .. Rất khôngg hài_lòng về shop,0
train_004393,Tiếp_tục ủng_hộ shop . Sản_phẩm lần này gói dẹp có hợp . Chắc bán hết sp còn 1 sp dư 1 cái nên gói mình luôn 藍藍藍 . Tuyệt,0
train_004394,Hàng chưa nhận đk lấy gì đánh dá ,0
train_004395,Dầu_gội rất mượt rất thơm . Chủ shop nhiệt_tình,0
train_004396,Giày đẹp y hình . Người mua yên_tâm shop này ,0
train_004397,Hàng về thiếu mất mọt vài món mog shop khắc_phục,0
train_004398,Giao hàng ko đúng theo đơn hàng bữa sau ai dám mua nữa làm_ăn gì lạ vậy shop hanggiadungkhuyenmaithuyhang dẹp_tiệm đi là vừa_rồi lần sau chó ma thèm mua,1
train_004399,Chưa biết dùng thế_nào nhưng chắc ok .  ,0
train_004400,Hàng đẹp .. Đóng_gói chắc_chắn cẩn_thận,0
train_004401,Giao kẹp cũ lại bể đầu,1
train_004402,mong shop cũng như shopee.vn cho 1 lời giải thích thỏa đáng về trường hợp trên : sao sim mình nhận được tra trên my mobifone ( như trên hướng dẫn của shop ) lại đang trong tình trạng nợ cước ? và tại sao hạn dùng của sim chỉ tới ngày 28/04/2018 mà không phải là 04/2019 ? ?,1
train_004403,Đóng_gói thì bt vì shop c dán băng_dính lại thôi nhưng_mà thế cho bên vc họ biết để cẩn_thận nên ksao . Ăn hơi ngậy vị sữa ông thọ hơi ngấy . Vẫn cho shop 5 *,0
train_004404,Không giống màu lắm màu không được đẹp không được bền màu .,1
train_004405,Voi giá tien thi củng đc.nhung da bị loi 1chuc,0
train_004406,Hàng chính hãng giá tốt  Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh,0
train_004407,Hàng lỗi,1
train_004408,Thời_gian giao hàng rất nhanh đặt sáng 9.9 đến sáng 10.9 đã nhận đc rồi . Giày đẹp nhưng em mua tặng chứ k đi nên k biết có đúng sz hay êm chân hay gì k : ) ),0
train_004409,Hang dom sac đuoc vai lan đa hong . Lien he voi shop đe bao hanh nhung shop khong tra loi . That la that vong qua đi ? ! .... Dung la hang trung quoc hang dom ....,0
train_004410,Đồng_hồ rất đẹp mình rất ưng . Shop rất nhiệt_tình và thời_gian giao hàng rất nhanh . Cám_ơn shop,0
train_004411,Shop phục_vụ rất kém . Giao nhầm hàng,1
train_004412,Đóng_gói sản_phẩm rất kém phát_hiện_kiến trong khô gà lá chanh nhiều hơn khô gà,1
train_004413,Sản_phẩm còn nguyên bọc nhưng dây sạc ko sử_dụng đc và ko kèm ốp .,1
train_004414,Dùng ok nhưng làm da mình hơi khô 1 chút sau khi rửa,0
train_004415,"Có_thể do mình đọc khi có những trông_đợi quá nhiều vào bài_học từ một tấm gương của tinh_thần và sự quyết_liệt cũng có_thể do mình không quen lắm với dạng sách kinh_tế ... dù thế_nào đi_nữa thì với mình đây thật_sự là cuốn sách gây thất_vọng khiến mình rất tiếc số tiền bỏ ra . Tuy trên tựa đề có "" "" lựa_chọn chiến_lược "" "" và "" "" kỳ_tích "" "" lời giới_thiệu cũng có chi_tiết câu nói nổi_tiếng của Lee_Kun_Hee khá ấn_tượng nhưng nội_dung sách lại là những lời thuật đều_đều chung_chung và buồn chán mà thôi .",1
train_004416,Đi vào ko thoải_mái . Vải mỏng quá ! Đi dc tuần thì bục đế,1
train_004417,Mẫu bán một loại giao hàng loại khácrất thất_vọng về sản phẩm.lừa đảo khách_hàng .,1
train_004418,Giao hàng đến địa_chỉ khách_hàng không đến trước cửa mà đứng đối_diện nhà . Biết có người ở nhà nhưng không qua nhà kêu . Tự_ý huỷ đơn hàng = . = .,1
train_004419,Cây khoẻ đẹp Đóng_gói sản_phẩm rất đẹp và chắc_chắn đủ 36 loại,0
train_004420,Không hài_lòng về giá_thành của sản_phẩm đắt hơn nhiều so với giá thị_trường . Nếu ko giảm_giá thì hỏi thử giá trên trời cỡ nào,1
train_004421,Sản_phẩm hiện chưa vấn_đề nhưng người hỗ_trợ rất thái_độ . Khách_hàng k biết mới cần hỏi nhưng trả_lời khách_hàng rất khó_chịu lồi_lõm . 1 * về dịch_vụ .,1
train_004422,Vâng . Vì chất_lượng qua đẹp và giá lại rất hạt rẻ nên em đã mua hẳn 10 bộ luôn cho 2 bạn nhà em mặc . Sẽ ủng_hộ shop lâu_dài . : ),0
train_004423,Chất_lượng sản_phẩm tuyệt_vời Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh . Thankyou shop,0
train_004424,Giày đẹp lắm . Cảm_ơn shop . Mình mua size 35 không vừa mà shop còn cho đổi size 36 luôn .,0
train_004425,Mình dùng icheck mà ko thể check được mã_vạch của sản_phẩm . Định chat hỏi shop mà ko hiểu sao vào trang của shop không có chỗ chat ( trong khi các shop khác vẫn bình_thường ) . Đành phải ấn nhận hàng mà hoang_mang không biết có phải hàng fake không .,1
train_004426,hàng chuẩn . cho 5 sao ... Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt_vời,0
train_004427,bình_thường mình mang 42 nhưng nay 42 lại bị to có lẻ mình nên chọn 41 -   Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh,0
train_004428,Chất_lượng sản_phẩm kém hàng da giả . Sơn lên . Đi dc chắc vài lần . Dính mưa coi như hỏng luôn .,1
train_004429,- Rất thích ❤️ Nhưng giao hàng hơi lâu ..  ,0
train_004430,Mỏng làm gì nhỉ ? trong khi chẳng thấy nói gì tăng dung_lượng pin cả,1
train_004431,Chất đẹp đáng tiền . Ưng_ý lắm nha,0
train_004432,Hàng kém chất_lượng,0
train_004433,Chất_lượng sản_phẩm tuyệt_vời . Shop tư_vấn nhiệt_tình . Đóng_gói sản_phẩm rất đẹp và chắc_chắn Thời_gian giao hàng rất nhanh,0
train_004434,Giao hàng nhanh sp tuyệt_vời ! Thank shop !,0
train_004435,Shop phục_vụ rất tố.t Thời_gian giao hàng rất nhanh,0
train_004436,Chất_lượng sản_phẩm tuyệt vời  Rất đáng tiền Thời_gian giao hàng rất nhanh.đồ đẹp,0
train_004437,Giao hàng rất nhanh cảm_ơn shop nhiều,0
train_004438,_ Nhỏ gọn - Độ trễ ít - Thời_gian sử_dụng pin chưa nhiều,1
train_004439,Khay làm bằng nhựa PC rất có hại cho sức_khoẻ . Nấu_nướng mà khay bằng nhựa thì nên hạn_chế .,1
train_004440,Không dùng được cắm vào hỏng luôn cục sạc dự_phòng : (,1
train_004441,Hết hàng kẹp tiền thừa cùng sp trả khách toàn 500 đồng . ( Thể_hiện coi_thường khách ) = > Thái_độ phục_vụ tồi . K hài_lòng . Bạn nghĩ khách mua ít k đáng để bạn bán ? Thái_độ Coi_thường khách_hàng . Chất_lượng sản_phẩm kémNgười bán hàng k có tâm . Tai nghe 1 bên hỏng.bluetooth k dùng ip 6 . Phí tiền,1
train_004442,"Bộ phát wifi 3g Huawei B681 tốc_độ cao 28.8 Mbps , hỗ_trợ xe_khách , xe_du_lịch , văn_phòng cho 32 user , có cổng Lan_Bộ phát dùng rất tốt tôi dùng trên ô_tô rất ok có phiếu bảo_hành và tem mác cho khách_hàng yên_tâm nói_chung cho shop 5 sao",0
train_004443,""" Giá này mà có snapdragon + ram 2G thêm cái camera selfie chuẩn thì ngon quá mà mấy bác còn so_sánh : ) ) """,0
train_004444,Không định_vị dc cách xa hàng km giao sai màu ,1
train_004445,Chất_lượng sản_phẩm tuyệt_vời trẻ_trung năng_động . đẹp .,0
train_004446,Đóng_gói đẹp nhưng chất_lượng kém chưa dùng thì đã bị đứt mắt để chốt  ,1
train_004447,Túi khá đẹp . Màu nhìn thích mắt . Trên túi còn vài chỗ hơi bẩn và bị lem màu .,0
train_004448,Đặt 1mau gửi 1mau,0
train_004449,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Tôi sẽ còn mua tiếp .,0
train_004450,Thất_vọng con mới đái có 1 lần mà đã ướt hết ra ngoài rồi,1
train_004451,Sp thật nhỏ hơn so với tưởng_tượng nhưng khi bật lên thì loa nghe to và rõ . Hài_lòng với lựa_chọn này .   Đóng_gói sản_phẩm rất đẹp và chắc_chắn Rất đáng tiền Thời_gian giao hàng rất nhanh,0
train_004452,Dang sai ipad pro la da thay lon lam roi con ss nay lam ra chac de nhin choi thoi ai ma mua vi su qua kho cua no,1
train_004453,k dám mua lần 2,1
train_004454,Nhận hàng shop rồi ưng lắm đây là lần mua thứ2 đều hài_lòng về chất vải giá rẻ so với chất_lượng .,0
train_004455,Chất_lượng sản_phẩm rất kém Chất_lượng sản_phẩm kém  Dùng được 1 lần là tịt luôn . Ko lên nguồn không đóng role,1
train_004456,Sữa ok . Lần đầu nhận được quà tặng mà ... tốt nhất ko nên tặng thì hay hơn : (,0
train_004457,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt_vời Rất đáng tiền Thời_gian giao hàng rất nhanh Chất_son mềm và có mùi hương dễ_chịu Ưng quá đi ụwụ,0
train_004458,Đóng_gói không cẩn_thận . Hàng bị chèn vỡ phần nhựa máy câu . Các khoen cần_câu chưa được dán chắc_chắn . Tạm được,0
train_004459,Đặt 1 mẫu giao 1 mẫu,1
train_004460,giao hàng quá chậm hàng chưa có sẵn trong kho nhưng Tiki rao bán vào giao hàng chậm mất 2 tuần,1
train_004461,Hàng đẹp lắm shop Thời_gian giao hàng rất nhanh,0
train_004462,Đóng_gói sản_phẩm rất đẹp và chắc_chắn . Chưa xài thử . độ đính ổn .,0
train_004463,Chân keycap quá khít lắp ra lắp vào đi cả bàn_phím,1
train_004464,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanhlúc nào cũng đc yêu_thương tặng 1 chun tóc : x,0
train_004465,Hàng ko chắc chắnvừa nhận hàng.chỉnh giờ đã mất chốt luôn r,1
train_004466,Quá ngonđánh lửa khá mạnh xém bỏng tay,0
train_004467,Chất_lượng sản_phẩm tuyệt_vời . Đóng_gói sản_phẩm này không tốt cho lắm,0
train_004468,Nhìn ảnh đã rõ bộ sách cần được bao_bọc cẩn_thận hơn trước khi đem chuyển_phát . Thân,1
train_004469,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn . lại có cả quà kèm theo nữa . cảm_ơn shop nha,0
train_004470,Ưng_ý lắm ạ ... shop chăm_sóc khách_hàng cực_kỳ dễ cưng .,0
train_004471,hàng sài không được . đã hoàn_trả mong phía công_ty giải_quyết sớm việc hoàn_trả tiền lại cho tôi,1
train_004472,ánh sáng yếu,1
train_004473,Chán ...,1
train_004474,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn . Shop tư_vấn nhiệt_tình ... siêu siêu cute ... mình cần hàng gấp và nhờ sh giao gấp . Tối đặt hàg ... cách 1 ngày đã giao . Đắp thích lắm luôn ... da mình là da hỗn_hợp nhạy_cảm mà vẫn hợp da ság hẳn mới đắp 1l mà mụn lên luôn .,0
train_004475,Bánh thơm giòn . Bánh đẹp không bị vỡ bánh . thời_gian giao hàng nhanh . Chất_lượng sản_phẩm rất ok . sẽ ủng_hộ lâu_dài ạ ,0
train_004476,Sản_phẩm đẹp hơn cả mong_đợi .  Mở họo ra nhìn giày rất đáng yêu . Tuyệt  cho shop 5 sao luôn .  Chúc shop đắt khách . Yêu shop ,0
train_004477,Thanks quà của shop ,0
train_004478,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Rất đáng tiền Thời_gian giao hàng rất nhanh dùng đc 2 ngày rất ok ! Thanks shop !  ,0
train_004479,Chất_lượng tốt . Gud,0
train_004480,Đóng_gói kỹ_càng . Hàng thì đúng như ảnh quản cáo . Ae ai có như cầu nên tìm_hiểu kỹ hơn về tplink 3020 chỉ hổ trợ 1 số dcom . Không phải dcom nào . Ứng sài được . Hát lượng thì chưa đúng ném sẻ đánh_giá sao . Hiện h thì tất_cả vẩn OK .,0
train_004481,Ở đây có nhiều mã giảm_giá Lazada và Shopee mn vào lấy nhé : magiamgiashopee.com,0
train_004482,Giày đẹp .. Giống hình .... Mình rất hài_lòng ....,0
train_004483,Sau khi ăn thử 10 hạt thì có 4 lý_do không nên mua.thứ 1 : 10 quả thì 6 bị dịu ỉu.thứ 2 : 10 quả 7 quả hôi dầu thứ 3 : 10 quả hết 8 quả nhỏ . thứ 4 : 10 quả có 1 quả bị mốc đen thui.các bạn tính kĩ khi mua nha rẻ hơn vài chục nhưng mất nữa hơn tiền đó,1
train_004484,Sinh con gái tốn tiền thật áh cứ thấy đồ đẹp là nhịn k dc àh,0
train_004485,Đồ đểu . Ko nên mua phí tiền,1
train_004486,Nhận được hàng quá là hài_lòng về chất_lượng . Chủ shop chọn cho mình mấy hoạ_tiết rất dễ_thương . Chất mềm mịn dày_dặn nữa chứ . Thích quá lại ủng_hộ tiếp . Cảm_ơn chủ shop đã tư_vấn nhiệt_tình nha !   Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt,0
train_004487,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Rất đáng tiền hàng chuẩn đét sẽ ủng_hộ shop,0
train_004488,Lần đầu dùng thấy ok định đánh_giá cho shop 5 * nhưng đến lần thứ hai dùng thì bị giật điện với cái giá đó thì máy này là được rồi nhưng nhắn_tin thái_độ của shop như cc í ,1
train_004489,Sạc hơi yếu vì chỉ có đầu sạc input 5 v-1 A . nếu ai dùng máy pin từ 3000mah sẽ sạc hơi lâu,0
train_004490,Shop giao may hong.ko dung dc.phai mang di sua.ko biet sua dc ko,1
train_004491,Chất_lượng sản_phẩm tuyệt_vời ! Quá mà tuyệt_vời luôn !   Đóng_gói sản_phẩm rất đẹp và chắc_chắn ! Shop phục_vụ rất tốt Thời_gian giao hàng nhanh Thời_gian giao hàng nhanh,0
train_004492,Chất_lượng sản_phẩm kém Shop phục_vụ kém Không đáng tiền mùi như mùi xà_phòng ấy,1
train_004493,Giao hàng hơi chậm bánh bị xẹp một cái nhưng bù lại bánh ngon date cũng mới . Casm ơn shop đã lưu_ý k bỏ bánh mochi cho mình ❤️,0
train_004494,Kính tốt . Giao hàng khá lâu . Gắn vào đt thì camera mờ căm k thấy j vì bị che 1 lớp kính nữa . 1s vì nt shop k tl,1
train_004495,"Shop đóng_gói sp chắc_chắn , ship nhanh mà_còn tặng thêm móc chìa_khoá cho khách . Mình đã dùng thử Brightening chắc mới một lần nhưng chưa rõ kết_quả . Nhưng mặt_nạ rất mát cảm_giác được relax cực_kì ngay khi apply . Đến khi rửa mặt xong vẫn mát và da mịn láng cực_kì .  ",0
train_004496,Chưa sử_dụng chưa biết chất_lượng nhưng mẫu_mã đẹp Đóng_gói sản_phẩm rất đẹp và chắc_chắn Thời_gian giao hàng rất nhanh,0
train_004497,""" Nhìn xấu thật """,1
train_004498,Chỉ biết khen thôi Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt_vời Shop phục_vụ rất tốt Rất đáng tiền,0
train_004499,Giao nhầm màu cho mình . Coi cmtdưới thì thấy có bạn cũng bị giống mình mà shop vẫn chưa khắc_phục được lỗi này.mình liên_hệ với chủ shop bảo sẽ coi lại và liên_lạc trả_lời mình sau đó shop im lun làm mình chán mình ko thèm nói nữa ko thèm đổi lun . Nói_chung là thất_vọng về cách phục_vụ của shop lắm,1
train_004500,Sao mình đặt 2 cuốn mà 1 cuốn có 3 tấm card 1 cuốn lại k v tiki ?,1
train_004501,""" Lại toét mắt ra mới mở được cái máy thôi """,1
train_004502,"Cuốn đầu tiên mà mình đọc là lối sống tối giản của người Nhật và đó là cuộc sống mà mình thấy hay nhất so với các quyển sách cùng thể loại . Nó đầy đủ và có tác động mạnh đến người đọc . Sau khi đọc sách mình đỏ bỏ đi rất nhiều đồ đạc không hề nuối tiếc . Trong số mình bỏ đi chẳng món nào là mình nuối tiếc và cần dùng đến sau đó cả . Còn quyển sách này đơn giản là mô tả căn phòng của một người phụ nữ và chồng cùng hai đứa con không nhiều bài học và tác động từ quyển sách này . Chưa kể quyển sách chèn yếu tố PR sản phẩm rất nhiều . Nếu bạn muốn tìm hiểu về lối sống tối giản thì tốt nhất bạn nên bắt đầu từ quyển "" "" Lối sống tối giản của người Nhật "" "" nhé !",1
train_004503,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền . Thời_gian giao hàng cực_kỳ nhanh cảm_ơn shop .,0
train_004504,Thời_gian giao hàng rất nhanh Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt . Về chất_lượng sp thì chưa dám oánh giá để dùng ít bữa xem sao . Tks shop,0
train_004505,Dép chất_lượng,0
train_004506,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh sẽ ủng_hộ shop quài❤❤,0
train_004507,Đóng_gói rất cẩn_thận . Chất_lượng sản_phẩm tuyệt_vời . Shop phục_vụ rất tốt,0
train_004508,Vải toàn nilon nóng bí không thoát mồ_hôi . size không chuẩn như bảng size . bé 26 kg 7 tuổi mà mua size 8 mặc chật_ních . nhưng lỡ cắt mạc rồi nên không đổi được .,1
train_004509,Sách dịch một_cách máy_móc từ 1 cuốn sách nước_ngoài các chế_độ dinh_dưỡng và cách_thức ăn_uống không phù_hợp với người việt nam.Thật phí tiền khi mua cuốn sách này .,1
train_004510,Chat lượng tốt tiện lợi ,0
train_004511,Đóng_gói sản_phẩm rất đẹp và chắc_chắn Chất_lượng sản_phẩm tuyệt vời.rất dễ ăn,0
train_004512,Shop đả gui ah thíu bửa mà . Chữ k dc ep - _ - . Kiu shop chinh dep xiu ma thay cung binh thw ak . Ma shop phuc vu rat ok,0
train_004513,Chất_lượng sản_phẩm tuyệt_vời Rất đáng tiền Thời_gian giao hàng rất nhanh Thời_gian giao hàng rất nhanh Rất đáng tiền,0
train_004514,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Rất đáng tiền không có gì để bàn_cãi,0
train_004515, Chất lượng tạm ổn . Nhưng áo không giống như hình phần lưới bên trong áo màu trắng không đồng màu với phần lưới ở mũ . Nhãn_mác không đúng như hình . Do_vậy cảm_giác không tin_tưởng là đúng hàng nhập .,1
train_004516,sản_phẩm giao tới bị lỗi nhưng không có người tới để đổi mặc_dù đã liên_hệ,1
train_004517,Rat dep rat ung nhe shop,0
train_004518,Đẹp các bác à hheeh,0
train_004519,Sản_phẩm bị cắt mác .,0
train_004520,Sách rất đẹp thời_gian giao hàng nhanh đóng_gói cẩn_thận nên sách không bị móp méo gì cả sẽ quay lại shop lần sau,0
train_004521,Giao hàng nhanh nhưng sp không lên nguồn báo shop mấy ngày mà shop vẫn không phản_hồi . Phục_vụ kém quá,1
train_004522,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền,0
train_004523,Hàng tốt giá_cạnh_tranh,0
train_004524,giày mang êm chân cao thoáng bảo_vệ tốt phần mũi rẻ .,0
train_004525,Nếu bao_bì có thay_đổi mẫu_mã shop vui_lòng cập_nhật đúng nhé,0
train_004526,Loan ơi anh yêu em,0
train_004527,Giày đẹp + giao hàng nhanh,0
train_004528,Hàng đẹp như hình . Chất_lượng thì dùng 1 thời_gian mới biết đc,0
train_004529,Chất quá mỏng,1
train_004530,10c bị lỗi 2chiec,0
train_004531,Bim tốt . Ung hộ shop dai dai,0
train_004532,Chất_lượng sản_phẩm tuyệt_vời  Đóng_gói sản_phẩm rất đẹp và chắc_chắn Shop phục_vụ rất tốt Rất đáng tiền,0
train_004533,Thời_gian giao hàng rất nhanh nhưng không đạt yêu_cầu,0
train_004534,Spa chất_lượng nhân_viên đáng yêu ❤️,0
train_004535,Hàng lỗi để xa 5m là không bắt được tín_hiệu wifi gốc rồi . Chạy rất nóng với không tự_động quét được wifi để cài . Hơi thất_vọng . Thua xa con gen 2 nhiều,1
train_004536,Nồi bị méo chất_lượng kém.cắm từ sáng đến trưa nồi cháo chưa sôi,1
train_004537,ko có mẫu nàygiao ko đúng mẫu còn chấp_nhận đượcnhưng bị thiếu 1 chiếc đồng_hồ dây lắcrút kinh_nghiệm từ những lần mở cục hàng nên có clip ghi lại,1
train_004538,Giày đẹp phù_hợp vs giá tiền ghê Ship cũng nhanh,0
train_004539,Quá dỡ thịt gà bở như giấy vậy ,1
train_004540,Chất_lượng sản_phẩm tuyệt vời.Đóng gói sản_phẩm rất đẹp và chắc_chắn . Shop phục_vụ rất tốt,0
train_004541,Shop phục_vụ rất tốt Thời_gian giao hàng rất nhanh . Chất lượng ok . Giống hình,0
train_004542,Mẫu_mã đẹp chất_lượng Rất vừa_ý,0
train_004543,Chất_lượng sản_phẩm tuyệt_vời Shop phục_vụ rất tốt Rất đáng tiền Thời_gian giao hàng rất nhanh . Màu lên chuẩn,0
train_004544,Vải cứng,1
train_004545,Hàng đẹp quá Chất_lượng sản_phẩm tuyệt_vời,0
train_004546,Hàng đẹp như hình mỗi_tội chờ lâu ,0
train_004547,Từ hôm nhận hàng mình đeo được đúng 6 ngày và nó lăn ra ... chết ! Thôi thế_là hết đồng_hồ 39k ai đem đi sửa làm_gì ! : ( Chán với mấy cái sale siếc của ông Shopee này lắm rồi,1
train_004548,Trả_lời tin nhắn quá chậm ( phục_vụ không tốt ) gọi đt thì lúc bắt máy lúc ko Shop phục_vụ rất kém Rất không đáng tiền,1
train_004549,Hàng chuẩn shop đóng_gói rất kĩ chủ shop nhiệt_tình trả_lời thắc_mắc của khách_hàng . Sẽ ủng_hộ shop dài_dài,0
train_004550,Đóng_gói sơ Sàiquat mỏng yếutiền nao của đó ☹️☹️☹️☹️,1
train_004551,giao k cho xem hàng đặt hỏi size k trả_lời . kết_quả giầy chật đi rất đau chân . lần duy_nhất thôi nhé shop ! giầy mũi ôm và gót to không ôm_chân,1
train_004552,Shop gói hàng rất kỹ mùi thơm đễ chịu thích ngay lần đầu sd sẽ tiếp_tục sd sp của shop .  ,0
train_004553,Dép dểxx thương,0
train_004554,Dây_cáp micro usb không đúng chiều dài như miêu tả.Chỉ có 98cm trong khi trên web up 1.2 mét .,1
train_004555,Đặt cái ni giao cái khac la sao z .. Shop phục_vụ rất kém Thời_gian giao hàng rất chậm mất ngày,1
